Customer ID,Order ID,Order Date,Product ID,Product Name,Category,Quantity,Unit Price,Region,Total Amount
116179cc-0260-43ca-890a-b8908545a588,8359150c-41dd-4959-b036-6fb612f716fe,2023-01-22,e94748ad-f067-4c31-b57c-ec062fa6eff6,Headphones,Books,9,161.05,North,1449.45
d364fec8-3009-4e33-8dcf-f779f447cd23,9fdd8e7e-a6c0-4e0e-bf85-486076818155,2023-07-09,6d402de4-7a89-4706-a4dc-66de05086cd4,Book,Books,4,450.5,West,1802.0
55ccd8fe-e6a7-4ec6-8571-7da47a3fb0a9,809f2bc9-2e53-4903-81c4-6de10e60ecde,2023-07-07,1f2b61ab-f2f4-4c3a-b5dd-7dc9d61a0c0b,Smartphone,Home & Kitchen,9,400.1,North,3600.9
9c2b8904-e9b2-49c6-bc6f-31239dd0a894,747c2791-bb29-4132-a049-359794d683e6,2023-02-09,60da6864-d85e-4d0c-95c4-a53daab3106d,Book,Home & Kitchen,7,431.74,East,3022.1800000000003
f0f122ad-a832-4549-8e86-bb793d185fc8,8ac85ad6-9fdc-4910-857b-c6784bcfa903,2023-02-06,3a0b453f-2ef2-4e30-a7c1-6b39adf86792,T-shirt,Clothing,4,450.47,East,1801.88
590efdc9-1d12-41ca-a7e7-c6f45149eb2d,ce8c39ed-1f7f-48a2-aebd-a17bf972c157,2022-12-30,c6ffaacf-81f0-4208-a7e7-666c4f77353f,Watch,Accessories,8,112.94,North,903.52
2f52f7b8-4a17-4d25-8273-ba43bfdd23e7,4fe432f6-198a-4de3-b872-8ad90014e249,2023-01-05,e58da026-864b-487b-9c8d-08e1392d5822,Blender,Books,10,132.27,North,1322.7
5db75b81-7319-43ee-8b05-014ecd6e7031,e40e0e57-a96f-4db8-979d-7b19c1df2d40,2021-12-15,162c504d-2609-4271-86ed-4725e3c1bfd1,T-shirt,Home & Kitchen,5,60.37,North,301.84999999999997
37859826-7a4d-45a2-8e45-1260b8fa7b30,7a5aa919-c498-4754-bf37-029adcd513b3,2021-12-02,e718d99c-829c-497a-b57d-f97adc7533d0,Blender,Clothing,1,392.26,North,392.26
78149ae7-c069-4897-a0c1-b0b64ee4f9fe,ed91fe73-8f38-472b-b13e-ff4ed5a85988,2022-07-05,05d73dcb-e538-4f91-aebb-5289aa13e140,Book,Clothing,3,443.23,East,1329.69
93436ee3-9cc2-4574-af3f-8816a939363c,83b80db2-2a79-4a9c-a321-22136ce586a3,2022-07-16,8c4a3644-85d1-407b-8b3f-093eed933741,Smartphone,Electronics,7,209.12,East,1463.8400000000001
277c5a31-2578-4de1-9cfd-e6e3c14e46d3,f284bb51-55c0-4010-9829-06eb68384cb6,2023-01-29,f8a0ef5e-717f-4725-8bc1-f1669fb61234,TV,Books,6,314.12,South,1884.72
0fabe6f5-246c-4b6b-ae47-7daecb176509,e8f779d0-d7af-42e7-8d51-cae2030216a8,2021-10-03,ef991016-caa7-4bf9-83bd-aa24b104a334,TV,Home & Kitchen,5,85.73,East,428.65000000000003
c785dce6-f4b1-4fa7-bdd0-033e208e9279,f05ac43e-5ea2-4ead-a8c1-56a08a69cff1,2021-11-23,e15dd62a-211d-4443-b954-bf4cf0eb7f63,TV,Electronics,3,465.64,South,1396.92
95e2e4a5-d1b4-4aa0-a285-2f8619a2cb4c,155ecfac-a4ef-4f85-88c9-93074c3eefaa,2023-04-12,19af4d1f-0c96-43ed-bebd-3c1e257b2b5f,Blender,Accessories,4,433.66,South,1734.64
449c6ff4-766d-4017-aa16-84da3c9acefb,55d16d55-2a0c-474e-98f9-6ef8b0fdbbc1,2022-08-22,5d77c9e4-ee67-445f-b1c3-307e68774a42,Blender,Home & Kitchen,6,488.34,East,2930.04
5795d311-28a1-4410-b0b5-889134428a66,aaf0cf26-f14a-418c-84a3-f60bb230fd30,2022-09-05,d00fc6b4-54e8-40d8-b172-fa4e66c47413,Shoes,Clothing,2,407.28,West,814.56
89bbb799-2ea5-4cf4-84a4-78a2b4387de8,e79dcdf9-9fec-4b6b-abde-dd4d976b933e,2022-08-13,71c3038e-b181-4f22-b8df-de35f50ae16e,T-shirt,Accessories,2,441.89,East,883.78
9babb93f-7c00-40ea-ab35-8895831a2129,dad1bc12-6bba-4a80-98cd-888dc25a0517,2023-07-15,efc346ba-33a0-4d5f-a956-5a5cee8cf3cd,Microwave,Accessories,7,22.15,North,155.04999999999998
c5f89caf-65ac-4385-aa13-265ed5add0a8,757566c7-2b84-4f18-8059-18c26efb3b9f,2023-03-04,b5cdf560-e604-4636-8868-f3db7853ee46,Laptop,Accessories,2,370.92,East,741.84
f0e4b833-8142-45f6-b7fa-e9ebed45924c,6162d510-5b81-4d38-8b53-6e12d550fa81,2022-09-09,332c39cd-2165-4275-80c5-ec1d9c2deaf4,Smartphone,Books,6,172.77,West,1036.6200000000001
dc68631c-f622-4855-b916-a12f9ab9bbd3,b0f44f8b-b686-4573-8529-18d2d6b504aa,2023-08-19,354b219f-7852-4b9d-b408-c6a47e45146b,Watch,Home & Kitchen,6,466.1,South,2796.6000000000004
8a4719f8-2448-4671-a0c4-f0b2ed9d9460,2e5c85ea-b4ae-4fac-87a0-6f72a21a2918,2022-12-12,385ca871-9392-4616-8042-f76151d71353,Microwave,Electronics,10,403.1,West,4031.0
e7abc66b-6362-4b6a-8640-82afd8edd38b,0e600b20-1199-4436-96f2-a451138da3a7,2022-05-16,649a1cbf-3163-4051-8bc0-c066b38392d5,Watch,Home & Kitchen,5,433.39,North,2166.95
fcb6bda5-3fa8-42ce-8c6b-6d594b49822a,84bdba3d-02f5-4f82-8f20-6b72a0e01bd0,2022-05-31,8786bd45-7691-4d67-ad78-e285b947a890,Blender,Clothing,1,407.27,West,407.27
f73c6f65-38a9-49ea-be20-9bc0bdf9a606,b14ea191-0704-4bdf-8cec-8cfcb702c76e,2021-10-08,9eb681d3-8321-4f51-8767-60f2ae6327c0,Microwave,Accessories,8,140.73,West,1125.84
664711bf-e76b-46cd-88a9-d76bc01cea6b,0b7856d8-28d5-4db1-94d0-4fbf79767b1f,2022-09-29,dfe771e2-2b2e-4a00-977c-cbf655429a8d,Smartphone,Books,9,395.81,South,3562.29
0c4a7f6c-6116-45e7-b596-56fbbf842bf6,300e0635-1824-435e-b874-dabc5970252e,2021-12-08,3b8b3dae-d5a1-466c-9c70-0851e6d89284,Shoes,Electronics,2,62.97,East,125.94
03693cb7-c0c4-4d76-9b8e-4326b964e2b6,62623452-d0fc-4c68-89d7-70e1b10e737c,2021-11-12,4af63c56-2ab9-4632-af13-00407450f8a7,Headphones,Home & Kitchen,7,437.36,East,3061.52
2122df0c-4cea-42a1-8c20-9936c1d5bbce,9b912dfb-b039-4aa4-b683-05c2c59f1b31,2022-04-18,6f41bcae-5d2a-42be-ad84-5224ac05f623,Smartphone,Books,2,430.71,South,861.42
fbd32732-af01-4d61-9a64-0e3d87d8ad02,9f524c37-cc2b-463b-9bdc-2f03c8e556d5,2022-10-06,bef9411e-1158-479c-8de7-4f25b11f96b1,Microwave,Electronics,9,118.99,East,1070.9099999999999
e36a5e66-55ca-4d1f-aeae-e060d8b8fca2,9e14c99f-b0ac-4aba-ac68-45699d940e96,2021-11-09,f125d419-f22e-42e3-a948-e57a0b105614,Shoes,Electronics,5,410.13,North,2050.65
bc566d10-6c09-414d-83de-3a023728b3e6,f8462c32-fc65-402c-9072-00d07a8c8e57,2022-09-15,74847e4d-b1e6-4856-ae27-307211983599,Book,Electronics,10,235.55,North,2355.5
c591820b-58d6-4d0d-8883-0283e93483d8,038e4691-f4b1-4456-8389-6b5396615b4e,2021-09-22,22731c09-8291-4486-a3c9-666027c7fb8b,Watch,Accessories,6,159.54,East,957.24
afde3d6a-f4c1-49b9-bdcd-1b25322c9504,94152ea2-2057-4583-9a71-a1103a571b05,2022-11-12,dff438ac-23f1-43ee-86db-2f768a7e35cf,Blender,Home & Kitchen,10,399.72,South,3997.2000000000003
5ded1653-b8ff-4fab-8387-af75b873f3de,009c768f-452f-421b-82e6-8ddb5c2457a7,2022-03-20,118a7c65-1333-4518-ad37-131588b7c3fe,Headphones,Home & Kitchen,4,121.52,East,486.08
beb4a769-6351-4d6a-a439-9a593b396a0c,f73aa23f-cb07-44c2-8838-54e9d6365d69,2023-06-02,4e7e28aa-790a-4460-9338-66bb8d23ce44,Smartphone,Accessories,2,21.6,North,43.2
c350c9a4-2552-4209-9150-57374d008e26,a89ba36f-c3f8-49b5-9a3c-690bf4065748,2022-05-21,18181275-d46c-4ebe-b913-2169bad36b6f,TV,Electronics,1,104.63,South,104.63
4d85b7a6-08db-4f32-8742-c495af4954b1,2e77cf62-1e81-4579-a996-407a3b12e1c4,2022-03-11,a2af86cc-7db4-46e0-ac75-f508f72488ce,Blender,Electronics,4,170.85,East,683.4
dcf2d302-36fd-4b19-902f-11c9d3c0a084,e2f67bcd-5e97-4bee-ac11-f4517f871787,2023-01-12,04ab2c88-c9e5-4551-ad41-3831da3ea533,Laptop,Home & Kitchen,5,433.53,West,2167.6499999999996
d33da272-7f88-49c7-9af0-ff705c095152,c6b4dee0-33fc-4a32-8690-5e0857683189,2022-10-05,75e46920-3237-4d47-8bf6-c72a3ca72c43,Blender,Electronics,2,483.78,East,967.56
262878ec-3c2d-4d05-92d7-17fb346ae141,bf87d93a-b1b8-4d55-9543-c3ad540d1706,2023-06-08,4b995faa-0ebd-471d-94b0-7895251b5281,Microwave,Clothing,4,146.77,West,587.08
4d32e0db-b808-4d00-a21b-3e1b1f3fb92e,5af539b0-e880-45cd-9bb4-c53cb2bf7998,2023-01-08,2ae74abb-2fb9-4dd1-83da-b39fcb8e0a2f,Microwave,Books,2,324.33,West,648.66
d341a551-8864-40fe-9d4a-b3a5019d38e0,b884d1dc-5ca8-4492-b830-b4bc22537967,2022-05-28,0502ecef-ab67-431a-9c3a-00248e4a5740,Microwave,Books,7,205.84,South,1440.88
4558e402-983f-4db4-9dcc-6ee27e354f59,4d85b387-523a-4456-b392-d80f03b849fc,2022-10-15,e3c91944-21ce-4441-b188-f923fdf5c07d,TV,Home & Kitchen,5,490.76,East,2453.8
372c1e54-09ca-4cd0-9f87-6c52a4b8493a,e55136b0-1912-4393-aa20-d6a661ff2b03,2022-08-31,aafcf119-5858-441a-807b-7869189afe80,Headphones,Accessories,8,272.75,West,2182.0
fd7d850c-3b09-4df0-b68f-71faec768636,2c8220bd-d462-4e9a-bf87-73b854bf4d4b,2022-11-29,4830eead-4f99-452d-8797-16facf553e66,Headphones,Books,6,470.23,North,2821.38
e8a85389-9931-4398-a2b8-99d41e722e21,9d1d62ee-338c-4465-956e-4ccccf31e4bc,2021-11-08,6e1bd90a-9d61-4279-9df2-a053c5c1adfe,Book,Clothing,3,66.52,East,199.56
3307b16a-120c-4525-b61e-b5745da463f6,80c88ed0-520c-4af0-915e-dbf6903ff6a2,2022-10-10,51aebf50-3ac2-477e-8b35-8b3006ea8edc,Smartphone,Books,6,485.5,North,2913.0
e9edd688-5c0c-4a1f-83cb-25ccabfcaf21,a62b224b-2edc-4183-84a8-37c5a2d11058,2021-12-14,d9148aaf-52ad-4106-8fec-14f2b6f7c0a4,Microwave,Home & Kitchen,6,97.5,North,585.0
7faf88b2-4aae-4307-bcfd-f52cd3857b91,c29c04ec-46fb-42c3-84e1-59258457a471,2023-06-06,f401b4a1-de00-49c5-bc8d-21ea3425b348,Smartphone,Books,4,481.64,South,1926.56
7dd7a18c-df29-4e9e-8d81-ba3bf52c5cdc,a302352d-e463-4ef4-aaa7-a34350b6fbb2,2022-10-17,d465eeff-4469-437d-8a41-7d8508e1464b,Blender,Accessories,5,140.08,South,700.4000000000001
82b7a6f8-ff34-4b1b-98f1-ddc9950c5293,58d5f6fe-267f-4beb-9388-5934ef68844a,2022-08-25,c46ab1cd-18f0-4171-a0f4-ff50d843d1da,Smartphone,Clothing,2,63.12,North,126.24
3c08192e-6d85-47c1-a3c4-9f454293d707,0e55854c-a3ce-40a8-95f7-41dd5ad3994b,2021-10-08,a5c37f37-b5e0-4f34-93a0-7f78e1598111,Watch,Electronics,10,222.94,South,2229.4
2fd66f1e-a546-459c-9115-17cf2573dd3d,7d102c16-7118-4204-8183-9b24fb5ff0be,2021-12-02,afaaf9e3-9d90-44b9-b8e0-fef031a58c18,TV,Electronics,3,366.99,East,1100.97
50511a4e-81d3-4833-8e95-39941f70834a,8edd1fc6-b42b-474b-a6b7-0ecf7f0034d6,2021-11-25,f4d4c7eb-2d50-49cb-87e9-6806d61b745b,Laptop,Clothing,9,163.7,East,1473.3
5e7537e0-64ca-4718-8a40-c12f67ac185c,3d2cc1da-5ece-4ea6-a2af-218845fa192d,2022-12-08,26b3ef80-091d-4e25-8ffb-26adf95af6cb,T-shirt,Home & Kitchen,4,307.04,North,1228.16
c3ea9b32-01b4-44af-b21e-a6e9c0b74c7a,d98eac53-7969-4952-8a65-4508510dd20e,2022-09-21,ce9c2d2d-5a14-4e87-8398-265497637514,Laptop,Electronics,3,260.6,West,781.8000000000001
0bd849b0-ed78-4ef7-947f-4ece27db79a4,858607c0-0715-4c9b-9a43-46e8639d6cfd,2022-11-09,249746b4-e7e9-4044-a3ff-3a0a94c0ea75,T-shirt,Clothing,8,198.75,South,1590.0
7d6e0e00-7106-439d-bc4b-1eea7c034269,efe1b29e-bf47-456e-8e78-4d32aa4c44e6,2021-09-29,e55dee59-4e91-4ecd-8583-25f08ee94225,TV,Electronics,7,292.53,South,2047.7099999999998
6bc5de03-c1e5-460d-9a2e-95128448de0a,306805aa-93cd-4dbb-a040-7a0e4ada61a9,2021-10-24,edef0522-8d77-4764-919c-0ae14ed61e14,Watch,Clothing,5,134.81,South,674.05
f67c5987-060b-415f-9adf-ca996aba4ef6,6e7f0f2e-a2d2-4164-ab7b-c08f5f9d1942,2022-10-14,5508ce6a-387a-4e29-8c89-1ee8ab1919d4,Headphones,Books,9,357.3,North,3215.7000000000003
32483c3b-2afa-494e-a784-0e5085b3f6af,7dbce2b2-2c2e-43ec-ba98-811f34895f72,2023-04-25,60b96690-6f7d-4c8c-9750-81f969c177b9,Laptop,Books,4,10.83,West,43.32
512f9a8e-f13a-465e-8b5d-e7d435c80119,afaeb7d8-ecf3-4d77-b5ff-20512fb05262,2022-03-29,eab316d7-1243-495d-8465-1ada939c9ae0,Shoes,Accessories,6,463.53,South,2781.18
bb29499d-b5a5-4504-9068-ac2ebc3faa20,97887534-1632-4a46-bff4-d6dd32d68b23,2023-04-14,6a83cc51-03ae-4d08-91e1-dfb045a4ad2f,Blender,Clothing,1,273.84,East,273.84
a24ffc9f-5603-4ce5-9cbf-5aa60202efa2,abdec193-9906-42a5-8ef7-cbbc47651d6d,2021-11-09,9e7c4011-b9b9-459b-a6c8-e62f7352c886,Watch,Clothing,4,362.52,North,1450.08
fe2e53a6-1073-48d5-b22b-68e75653efb4,87013ba3-295c-44db-8327-625679ad830b,2023-05-05,85e61db3-ec12-454c-84e0-96b63ffbfeec,Headphones,Home & Kitchen,1,373.56,East,373.56
f6e1b73e-6680-423d-86cc-9f6a20d9759a,a66186fd-08ee-42fb-acde-1d07f01c2edc,2022-11-19,7b7e8fce-08a2-496f-8ad4-77ef2fb736a9,Shoes,Electronics,6,338.61,South,2031.66
bb7a0242-9646-4a32-a615-492eafb0ca88,55a1d3f8-1894-449d-8330-c4476026fe02,2022-02-08,dfc1a81b-768f-4c1d-8a31-613bc01f1152,TV,Accessories,7,188.47,North,1319.29
1662b23c-4ec2-4801-ab99-21de327fcbba,85f9f559-db09-4bc6-b03c-bfda362f459c,2021-09-06,eba5c064-ca62-4e7b-842f-eac91726f5db,Shoes,Home & Kitchen,5,44.29,North,221.45
d6c37255-18f7-48d7-89c4-93aea004438a,c776c697-63a4-480b-ab00-4199163c8d8c,2021-12-04,1e76e245-acc2-45a6-bf60-52bcf90869a0,Shoes,Clothing,2,335.48,North,670.96
5fb163c7-0add-4b8f-8d3a-f4de33e0a449,80036129-91be-4c65-8eef-7dbf97289b62,2021-09-22,e2f1cfb5-4b6a-40b1-bba0-746e033f82ad,Book,Electronics,4,171.8,West,687.2
61ec700a-d0c6-48c1-abdf-550eab688f05,3e819f65-b062-4339-ac1f-f071eb83d915,2023-03-22,38530b7e-ba54-4ee2-95a7-9f00941992cf,Smartphone,Accessories,10,163.82,North,1638.1999999999998
1d395dd4-a4ed-444c-b1ba-8053b5f215b7,9482e7e7-e4f4-45fe-99b7-2a292c3de5bd,2022-08-05,ba506a2f-11b9-4c88-8833-aef20dd07312,T-shirt,Accessories,6,425.53,East,2553.18
4f2a0c7b-17c5-40eb-a7f7-1f5ff9520f6d,cbd61a30-e7e9-454d-a369-ebd43d7b7c57,2021-10-02,9b8d7ac9-b152-4ff6-a8f3-e2417f2cc2fe,TV,Home & Kitchen,4,362.68,West,1450.72
4d31c3b5-4639-4183-b8bb-e3bbdeac2382,d0330149-c98a-4a5e-9f91-8db1624382c5,2023-08-08,be5d1ad1-7a25-4335-9f9a-b14ecaa79ec4,TV,Home & Kitchen,8,157.16,South,1257.28
6d357116-28f9-42fb-a57c-a313219e4e08,c0345c45-0b5b-40b3-8098-4f23fcf0a895,2022-08-24,4273c306-1bfe-45d6-9d61-23492e22419c,Laptop,Books,7,161.55,West,1130.8500000000001
d3484d55-32bd-4ba6-80d0-6987d5e58192,c4ca63d0-fb46-40f8-9f36-e677ba3a44b4,2022-04-26,b64db173-ea8c-436e-9049-cc31214a59ce,Microwave,Clothing,8,210.11,South,1680.88
e40063a2-65aa-4b02-8274-2ee19cec75f8,61adc86f-23ed-4f24-a0bd-7a4051df6a1c,2022-07-15,7ce4ddf8-ce96-40ad-98a6-457ba93ecd60,Headphones,Home & Kitchen,3,207.18,South,621.54
547b7bd7-17f6-499a-960a-94d7322c7db1,ff2ebce1-7a27-4b42-b161-6ad487c58133,2021-11-29,7d98b76e-914e-4001-a2a6-40036a115cf9,Shoes,Books,5,154.87,North,774.35
f58bdac7-4977-4050-a89c-25d6af814d76,cb52d2e7-34f0-411c-8c6b-428af1838e7c,2023-04-02,9a07c65d-1120-4415-917b-4acb01b73cbf,TV,Accessories,3,72.37,North,217.11
8b2d4b62-1ab3-420d-90fe-d032571d548e,d203ec61-15c2-4f76-89a5-e9b8ec3f9579,2022-05-10,2f1136c2-1190-46b4-84db-09998a326f88,Smartphone,Home & Kitchen,4,216.02,North,864.08
5316f5f4-bdd8-437b-b38a-1b671076cda5,2baa9672-ecd3-47f9-b1cf-c03b3517e1e8,2023-01-17,f311ee4e-be1e-475b-899d-295ed5922f6d,Microwave,Books,9,470.78,West,4237.0199999999995
fed141ce-2d8b-4be3-b88c-34c2f858b37f,88dedcdc-ff2d-4b69-a380-1f6e0a570d3e,2023-01-10,8d156e63-1b80-4e43-bc70-32968b7b7e2b,Book,Books,9,341.89,West,3077.0099999999998
9bf9e9ce-d204-4efd-b446-2d9af83b227f,1838e56f-d282-4e8d-8bde-008bae91ce3c,2022-07-19,9675f11f-0386-46c1-bb6f-5c63ae25fee6,Watch,Clothing,5,452.37,West,2261.85
048dcc59-2b7a-4edb-8d7b-1b847411b658,fdf911b8-daf2-445a-a0f7-d96833ee6c59,2022-05-18,e934bf0d-c2d6-43c4-822f-57443172fe44,Microwave,Books,10,311.6,West,3116.0
2a2f039b-9e7d-4279-b84e-d3a0ff2252a6,889653a5-43a0-4b60-839d-5585b1b0295b,2023-07-16,80f72f72-ea84-488e-960c-f9733e7f19c0,TV,Accessories,7,157.47,East,1102.29
931accec-c997-44d2-8765-ddb842bbb4f1,9fcb40d1-a2e5-4297-8dbd-43f3830b4d8d,2021-12-29,bfda70dd-28c4-4bda-a805-2bce9b1ebd2e,Headphones,Books,10,278.49,East,2784.9
18327809-0331-43f8-ba58-e5242f760d36,68315379-6544-4bbc-836e-85ab3c361d0a,2022-11-01,4bd9b9b8-e015-4988-9c2b-0433fc487842,Shoes,Clothing,7,10.2,South,71.39999999999999
0653368b-822b-443c-a52c-c7d6341cedde,7332f9a6-ee2a-4b86-a454-7aa3ddb676ca,2023-05-06,aed708d5-48f4-4eb8-af79-46430af1a8dd,Watch,Clothing,6,150.59,North,903.54
3be70d74-bbad-4482-987a-72e8763254ce,7ba40014-e1b2-4756-bbe3-f1a8d15af793,2022-07-06,e2a2a209-f2d8-458c-9e0e-c4bc817d0267,Blender,Home & Kitchen,4,220.65,North,882.6
3dcc0cd3-ce78-4342-a007-04db5e817364,2d0b48de-d465-4041-81bf-cfde136755dd,2021-12-06,198fec88-10ea-4744-99f7-3863f5e32ca7,Shoes,Accessories,3,294.19,South,882.5699999999999
6c18668d-fa1a-4af3-aecd-31b085a0a83c,dcc4a058-fa42-4a41-9256-68e53bda90b6,2023-01-24,6722eab0-d371-433d-896d-fb7b94185ed3,Blender,Home & Kitchen,9,330.81,South,2977.29
81d1d084-e097-4448-a4b7-7066eb815d18,5ccd8d60-aeb9-4027-9459-805bf735579a,2022-06-02,e08451fa-c039-4d92-a8d1-b5630407ffa7,T-shirt,Clothing,8,237.84,North,1902.72
a5ec1a97-54bb-4b57-aa4f-5ba57794ea26,1732ab52-03b6-41d7-a1a5-7002438a3cc3,2021-10-11,b787aed9-16c8-4c49-b490-cea511311ac7,T-shirt,Clothing,2,226.66,East,453.32
72d2e4ff-b197-48a4-933c-f5ee0a1481be,1120abea-7a42-474a-ae8d-0915ad057110,2023-04-30,563bedd1-71b1-4d1b-af1b-810100c8710b,Smartphone,Home & Kitchen,1,114.71,North,114.71
d577302e-dfe4-431e-89fe-bf9ce52f1812,f8f587b8-068b-474d-9713-69df50336abf,2022-10-30,7c2e4d0c-4535-4edc-92ac-f5efa40536e1,Blender,Clothing,2,241.86,North,483.72
5ea7dc1d-d8b8-4ecf-9a3f-a23e8d7504cb,ed7c7f1f-e068-4eb2-a925-7bb962254a9e,2021-10-17,9f48c982-5a77-4f04-b9ec-963035ef398c,T-shirt,Accessories,3,451.58,East,1354.74
6b7e945c-d270-4228-a8f1-3127c8eeff64,179a77c4-e5a4-4c9e-87a3-a284699001d0,2022-11-21,723522db-21d4-4a2e-be2f-7dbe318d6fd0,TV,Accessories,3,400.05,East,1200.15
dcb05f95-c5dd-4532-b7a2-386f04dc07eb,13c38f5b-3047-4dc9-a228-9a7a0481ce8c,2022-07-30,0b3e3a0b-e6c1-476c-87f5-90f400c50077,Headphones,Clothing,7,93.15,North,652.0500000000001
773c1f0e-a1ac-44d6-89ac-af17b221f5c3,9271e4e0-306b-4b3b-8e74-9cc6a4d539ad,2022-06-10,ebd7ad55-7ab7-4bef-864f-e55d90c44e73,T-shirt,Clothing,10,51.55,South,515.5
c1799518-7a2e-44e3-81e0-3a907346d121,5fee0da0-16b9-4013-ba5c-07199fca3c26,2023-06-02,cd4d4234-2778-4890-8d85-dcab9b564805,T-shirt,Clothing,2,262.57,South,525.14
0a6d3d9d-7c5f-403b-9f41-b2585ae9924c,53661175-962e-4dea-8589-0ff54db9bc70,2022-06-29,976dc6de-187a-42da-ae20-2a41ee158081,Book,Books,7,320.14,East,2240.98
4cc1a3bc-b89e-4e45-ae48-9c2a3cf1d301,90f4eff4-edbb-4728-a846-8e4949c05b09,2021-11-01,65b6bbc2-3685-4365-9466-de28dcfb7dae,Book,Books,7,174.24,South,1219.68
4aba5db6-3c80-456d-9074-ab8ae4179c69,43510e6c-a6b7-49df-83ac-72161da43e3c,2022-04-14,d3ef3dfe-f9fe-44f2-891a-f5fb174f684f,Shoes,Accessories,10,411.03,East,4110.299999999999
